step,time_s,command_x,base_vel_x,base_vel_y,base_vel_yaw,base_height,base_pos_x,base_pos_y,base_yaw,foot_z_l,foot_z_r,foot_force_l,foot_force_r,foot_yaw_l,foot_yaw_r,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,dof_torque_0,dof_torque_1,dof_torque_2,dof_torque_3,dof_torque_4,dof_torque_5,dof_torque_6,dof_torque_7,dof_torque_8,dof_torque_9,dof_torque_10,dof_torque_11
555,5.55,0.4000000059604645,0.2599323093891144,0.09687767177820206,-0.19515444338321686,0.6008405089378357,0.8083609938621521,0.4536270201206207,0.13713212311267853,0.0407683290541172,0.0412331148982048,627.1389770507812,119.57657623291016,-0.13684368133544922,-0.1380603313446045,0.5171765089035034,0.031683605164289474,-0.3554443120956421,0.6054692268371582,-0.2328134924173355,-0.03795318678021431,-0.37263011932373047,-0.0017156328540295362,0.0995112955570221,0.6085332632064819,-0.34384000301361084,-0.00637626089155674,-0.7195573449134827,-0.2975826859474182,0.8112493753433228,0.4046315550804138,-0.9153382778167725,0.12896740436553955,0.4373552203178406,0.25647374987602234,-0.09708008915185928,0.6433066129684448,-0.6730654835700989,2.0029261112213135,0.6919950842857361,-18.975074768066406,-7.374538421630859,-41.27804946899414,-3.553358316421509,17.228822708129883,-2.944887161254883,-0.21141386032104492,3.2685794830322266,-5.441236972808838,0.45536017417907715,7.771840572357178
556,5.56,0.4000000059604645,0.2664201259613037,0.0751517191529274,-0.2015957534313202,0.6010311841964722,0.8111671209335327,0.4547277092933655,0.13486754894256592,0.040790855884552,0.04249437898397446,379.52777099609375,26.337833404541016,-0.13477206230163574,-0.1349935531616211,0.5071909427642822,0.02885805256664753,-0.3463025689125061,0.6054084300994873,-0.23919162154197693,-0.03611289709806442,-0.3724207878112793,0.0013639007229357958,0.10258201509714127,0.6187018752098083,-0.3516906499862671,0.023402012884616852,-1.0673637390136719,-0.2712835669517517,1.0565153360366821,-0.1446813941001892,-0.5984454154968262,0.6999583840370178,0.019382888451218605,0.33658871054649353,0.33503901958465576,0.9307600259780884,-0.5505797863006592,3.742793560028076,-0.7382225394248962,-28.90268325805664,-12.895671844482422,-38.7459716796875,-2.959467887878418,18.09042739868164,-2.002817392349243,-1.7897071838378906,0.19394785165786743,5.751979827880859,0.40127629041671753,3.601478099822998
557,5.57,0.4000000059604645,0.2650478184223175,0.04981071874499321,-0.19807851314544678,0.6013925671577454,0.8137435913085938,0.4554990828037262,0.13245928287506104,0.040789343416690826,0.044997479766607285,413.25982666015625,0.0,-0.13234448432922363,-0.1228644847869873,0.4977705478668213,0.025397293269634247,-0.3376019299030304,0.6027170419692993,-0.24397346377372742,-0.035522039979696274,-0.3808416724205017,0.001423792913556099,0.11456038802862167,0.6405253410339355,-0.3575778305530548,0.03378972411155701,-0.8435651063919067,-0.34083595871925354,0.885322093963623,-0.21614976227283478,-0.5083890557289124,0.743553876876831,-0.817851185798645,-0.072405606508255,1.027414083480835,2.114990711212158,-0.3212866187095642,0.5578173995018005,-5.104403018951416,-42.22849655151367,-19.36756706237793,-36.33576583862305,-0.9725353121757507,20.987504959106445,-4.959296703338623,-0.34443747997283936,1.9180477857589722,19.356098175048828,-1.059552788734436,0.4647938013076782
558,5.58,0.4000000059604645,0.26289230585098267,0.02622055634856224,-0.17061729729175568,0.6018370985984802,0.8160536289215088,0.45581188797950745,0.13017511367797852,0.04079050570726395,0.04883236810564995,416.63360595703125,0.0,-0.13007378578186035,-0.11355829238891602,0.4913410246372223,0.021295219659805298,-0.3315488398075104,0.5997133255004883,-0.24778391420841217,-0.03571206331253052,-0.398710697889328,-0.0024352725595235825,0.13602325320243835,0.6744505167007446,-0.37273821234703064,0.026216791942715645,-0.5443589687347412,-0.4212876558303833,0.6422964334487915,-0.25544169545173645,-0.42162975668907166,0.7171889543533325,-1.7309414148330688,-0.4146338999271393,1.9419057369232178,3.1125869750976562,-0.5731015205383301,-0.5807956457138062,-8.97134780883789,-49.74125671386719,-24.728662490844727,-33.50709915161133,2.0689022541046143,22.65916633605957,-9.675187110900879,2.120798110961914,4.566681861877441,26.829830169677734,-0.6371433734893799,-0.2975696325302124
559,5.59,0.4000000059604645,0.2607887089252472,0.006326235830783844,-0.15219250321388245,0.6023674011230469,0.8181725144386292,0.4557332694530487,0.12819832563400269,0.04079417884349823,0.05334608256816864,400.6685485839844,0.0,-0.12813162803649902,-0.10425305366516113,0.48710739612579346,0.016585150733590126,-0.3276916444301605,0.5962755084037781,-0.2507266700267792,-0.03661692515015602,-0.42376288771629333,-0.00802566483616829,0.1627805531024933,0.7133450508117676,-0.38790756464004517,0.014306900091469288,-0.3806196451187134,-0.48183462023735046,0.46298739314079285,-0.32912635803222656,-0.29980191588401794,0.5298084020614624,-2.4544150829315186,-0.5022258162498474,2.408618450164795,3.4705605506896973,-0.6297264695167542,-0.9561765193939209,-13.124862670898438,-52.14910888671875,-24.924610137939453,-27.109495162963867,5.517029285430908,22.691099166870117,-14.540449142456055,4.293429374694824,6.025955677032471,28.04378890991211,-0.8422586917877197,-0.578587532043457
560,5.6,0.4000000059604645,0.2588030993938446,-0.01091470941901207,-0.12539179623126984,0.6029519438743591,0.8201987147331238,0.4553389847278595,0.12658073008060455,0.040797457098960876,0.05780415236949921,383.278564453125,0.0,-0.12654733657836914,-0.09880399703979492,0.48428642749786377,0.011295851320028305,-0.32546350359916687,0.5926297307014465,-0.253154993057251,-0.03815683349967003,-0.4531524181365967,-0.013486861251294613,0.18993063271045685,0.7505646347999573,-0.401923269033432,0.004976882133632898,-0.25754815340042114,-0.5418524742126465,0.3012988269329071,-0.3495247960090637,-0.23016951978206635,0.41359806060791016,-2.887035846710205,-0.46788865327835083,2.418997287750244,3.246084690093994,-0.6833144426345825,-0.7789189219474792,-15.32728099822998,-52.078548431396484,-23.708538055419922,-21.563467025756836,8.490384101867676,22.88822364807129,-17.100749969482422,4.029272556304932,5.955320835113525,25.200939178466797,-0.9238605499267578,-0.4614109992980957
561,5.61,0.4000000059604645,0.2569137513637543,-0.027063893154263496,-0.10970015823841095,0.6035635471343994,0.8222276568412781,0.4546600580215454,0.12528154253959656,0.04080019146203995,0.06160147488117218,368.77197265625,0.0,-0.1252744197845459,-0.0934748649597168,0.4823170602321625,0.005283598322421312,-0.324440598487854,0.5891231298446655,-0.2554665505886078,-0.04030906409025192,-0.4841464161872864,-0.018037613481283188,0.21394696831703186,0.7811585664749146,-0.4079563319683075,0.0036073585506528616,-0.19274134933948517,-0.6147899627685547,0.17447486519813538,-0.33512046933174133,-0.20082831382751465,0.33398735523223877,-3.043851852416992,-0.39105284214019775,2.101961135864258,2.6192703247070312,-0.18362237513065338,-0.23278456926345825,-15.04212474822998,-49.951358795166016,-20.215818405151367,-17.669757843017578,10.849420547485352,22.653181076049805,-17.373241424560547,2.3476595878601074,4.8269853591918945,19.70955467224121,-0.6186600923538208,-0.08811813592910767
562,5.62,0.4000000059604645,0.2556731104850769,-0.04327843338251114,-0.09531892836093903,0.6041845083236694,0.8243547081947327,0.45371419191360474,0.12423299252986908,0.040801841765642166,0.06448200345039368,362.7997131347656,0.0,-0.12423992156982422,-0.09245634078979492,0.4805483818054199,-0.0016511131543666124,-0.3241170644760132,0.5859465599060059,-0.25799137353897095,-0.04308781400322914,-0.5139776468276978,-0.02145756594836712,0.23171290755271912,0.8030304312705994,-0.40994009375572205,0.004605631344020367,-0.18683990836143494,-0.7077045440673828,0.08526816219091415,-0.30302202701568604,-0.202703058719635,0.19311249256134033,-2.903998851776123,-0.3049899935722351,1.4863576889038086,1.8214846849441528,0.17449624836444855,-0.4058842658996582,-12.55891227722168,-45.731746673583984,-16.171051025390625,-16.114686965942383,11.879485130310059,22.351055145263672,-15.097113609313965,0.8003942966461182,3.087374687194824,13.80811595916748,0.05086183547973633,-0.6953133940696716
563,5.63,0.4000000059604645,0.25417235493659973,-0.058269381523132324,-0.08312220126390457,0.6047617793083191,0.8266462683677673,0.45252859592437744,0.123374342918396,0.04080318659543991,0.06642667949199677,338.29290771484375,0.0,-0.1233975887298584,-0.09231042861938477,0.4787698984146118,-0.009502551518380642,-0.32426679134368896,0.5836761593818665,-0.26114535331726074,-0.04644673690199852,-0.5407243371009827,-0.023755356669425964,0.24300070106983185,0.8163052797317505,-0.40565696358680725,0.011151731945574284,-0.20325371623039246,-0.7912593483924866,0.019092336297035217,-0.19684843719005585,-0.26895666122436523,0.052300725132226944,-2.5522258281707764,-0.19875040650367737,0.9056739211082458,1.080454707145691,0.3627666234970093,0.3098008632659912,-9.694321632385254,-40.268558502197266,-11.912882804870605,-13.602824211120605,12.419352531433105,21.421037673950195,-11.23866081237793,0.6986018419265747,2.1149139404296875,8.603540420532227,-0.03943067789077759,0.2315438985824585
564,5.64,0.4000000059604645,0.25260674953460693,-0.07333827018737793,-0.08413852006196976,0.6052477359771729,0.82915860414505,0.4511513113975525,0.1225818544626236,0.0408044308423996,0.0675894170999527,319.2220458984375,0.0,-0.12260079383850098,-0.08938717842102051,0.4765419661998749,-0.01819758303463459,-0.32439282536506653,0.582642674446106,-0.26527953147888184,-0.05030372738838196,-0.5630696415901184,-0.024960359558463097,0.24837930500507355,0.8224764466285706,-0.39361706376075745,0.021754227578639984,-0.2676756978034973,-0.8745357394218445,0.032079264521598816,-0.08025918900966644,-0.3060789108276367,-0.04410862922668457,-2.0857651233673096,-0.0998530387878418,0.36707523465156555,0.4874952733516693,0.9417728185653687,0.6735917329788208,-6.912542343139648,-34.84117126464844,-8.513845443725586,-12.455853462219238,12.374873161315918,20.672935485839844,-7.375976085662842,0.4229195713996887,1.0714503526687622,4.681520462036133,0.4121769666671753,0.44309109449386597
565,5.65,0.4000000059604645,0.252356618642807,-0.08997171372175217,-0.07518267631530762,0.6056280136108398,0.831889271736145,0.44959941506385803,0.12186326086521149,0.040802955627441406,0.06831569224596024,327.6534729003906,0.0,-0.12189221382141113,-0.08831429481506348,0.4737396240234375,-0.027612047269940376,-0.3243478536605835,0.5827533006668091,-0.2703196704387665,-0.05461716651916504,-0.5807504653930664,-0.025558335706591606,0.24928808212280273,0.8244829773902893,-0.38147231936454773,0.03219153732061386,-0.3426596522331238,-0.9376987218856812,0.0473661869764328,0.012391581200063229,-0.4655667543411255,-0.07691480219364166,-1.6146479845046997,-0.06379358470439911,0.02443920075893402,0.1531652808189392,0.9009653329849243,0.7185592651367188,-3.7546310424804688,-31.261049270629883,-7.049105167388916,-16.74407386779785,11.331302642822266,22.062271118164062,-3.9676692485809326,0.3962878882884979,1.4103913307189941,2.8753087520599365,0.5036743879318237,0.4277997612953186
566,5.66,0.4000000059604645,0.25288665294647217,-0.10772291570901871,-0.06223119795322418,0.6059209108352661,0.8347955942153931,0.4478905200958252,0.1212276890873909,0.040803417563438416,0.06882847845554352,329.2068786621094,0.0,-0.12123847007751465,-0.08794236183166504,0.4702581763267517,-0.037541572004556656,-0.3239768445491791,0.5835142731666565,-0.27600526809692383,-0.05932286009192467,-0.5943307876586914,-0.026162918657064438,0.24831828474998474,0.824320375919342,-0.3699723482131958,0.03908032923936844,-0.39522358775138855,-0.9804111123085022,0.0759514793753624,0.06887553632259369,-0.4586479067802429,-0.14619313180446625,-1.221199631690979,-0.07061085104942322,-0.10930829495191574,-0.02016337774693966,0.8498582243919373,0.45013341307640076,-2.0230867862701416,-27.702199935913086,-6.091230869293213,-17.163211822509766,10.814567565917969,22.07872772216797,-1.9802252054214478,0.28590551018714905,0.4276699721813202,1.8618983030319214,0.5310677289962769,0.2604106664657593
567,5.67,0.4000000059604645,0.25340792536735535,-0.12501895427703857,-0.040850814431905746,0.6061053276062012,0.8378371000289917,0.4460357427597046,0.1207754909992218,0.04080381244421005,0.06924112141132355,322.9012145996094,0.0,-0.12079906463623047,-0.08894014358520508,0.4665053188800812,-0.047738123685121536,-0.32362523674964905,0.5850340723991394,-0.2822118103504181,-0.06432004272937775,-0.6043946146965027,-0.027013113722205162,0.2462349534034729,0.8234236240386963,-0.36114248633384705,0.03981673717498779,-0.41710343956947327,-1.0016520023345947,0.0627092495560646,0.1436605155467987,-0.5017791986465454,-0.1914042830467224,-0.8786364197731018,-0.09302137792110443,-0.21207788586616516,-0.07615137845277786,0.6466287970542908,0.06829450279474258,-1.5457298755645752,-25.172517776489258,-5.5915727615356445,-16.817541122436523,10.952000617980957,22.20524787902832,-0.8717912435531616,-0.1567942500114441,0.019679129123687744,1.6006263494491577,0.45154690742492676,0.02311265468597412
568,5.68,0.4000000059604645,0.25354498624801636,-0.1422004997730255,-0.02608703076839447,0.606164276599884,0.8409810066223145,0.4440542757511139,0.1204906776547432,0.040804147720336914,0.06967183947563171,322.2251892089844,0.0,-0.12052083015441895,-0.0915980339050293,0.46269071102142334,-0.05802040547132492,-0.3233765959739685,0.5873578786849976,-0.2889281213283539,-0.06960657984018326,-0.6120966672897339,-0.028130391612648964,0.24460764229297638,0.8233400583267212,-0.35584425926208496,0.04228013753890991,-0.4332214593887329,-1.0093269348144531,0.06131184473633766,0.21013104915618896,-0.5390466451644897,-0.24144653975963593,-0.6682433485984802,-0.10774196684360504,-0.132567897439003,0.00917045772075653,0.4031235873699188,0.5559664964675903,-2.0157597064971924,-25.044065475463867,-5.8093671798706055,-16.054889678955078,11.602530479431152,22.649484634399414,-0.9212627410888672,0.1281006932258606,0.3168235719203949,2.4855258464813232,0.3090183138847351,0.834007740020752
569,5.69,0.4000000059604645,0.25458553433418274,-0.1598389446735382,-0.0109151192009449,0.606106162071228,0.8441910147666931,0.4419528841972351,0.12037554383277893,0.040803879499435425,0.07000027596950531,326.2025146484375,0.0,-0.12040448188781738,-0.09459686279296875,0.4589643180370331,-0.06827251613140106,-0.3233173191547394,0.5902743935585022,-0.29597941040992737,-0.07515719532966614,-0.6180448532104492,-0.029516620561480522,0.24332880973815918,0.8232238292694092,-0.35190191864967346,0.04248625040054321,-0.41035741567611694,-0.9999334812164307,0.04461125656962395,0.2573893070220947,-0.571784496307373,-0.2662527859210968,-0.5435692667961121,-0.14033770561218262,-0.08374805748462677,-0.009494351223111153,0.28784072399139404,0.4055993854999542,-2.058429002761841,-23.84181785583496,-5.98892068862915,-16.67306900024414,11.769058227539062,22.965877532958984,-1.885844349861145,-0.7252325415611267,0.06128552556037903,1.3967697620391846,0.20115691423416138,0.7619742155075073
570,5.7,0.4000000059604645,0.25651898980140686,-0.17822527885437012,0.006055970676243305,0.6059514284133911,0.8474223613739014,0.4397448003292084,0.12042754143476486,0.040803439915180206,0.07016512751579285,335.62542724609375,0.0,-0.1204526424407959,-0.0998234748840332,0.4553719758987427,-0.07833115756511688,-0.32342442870140076,0.5933753848075867,-0.30308613181114197,-0.08090449124574661,-0.6231251358985901,-0.031150927767157555,0.242294043302536,0.8226169943809509,-0.3502882719039917,0.04127570241689682,-0.3950861990451813,-0.9728949069976807,0.03140904754400253,0.2600570321083069,-0.5694617033004761,-0.2875121831893921,-0.4984034299850464,-0.16506196558475494,-0.06126709282398224,-0.068136066198349,0.08427208662033081,0.31786173582077026,-2.3319828510284424,-22.54987907409668,-6.3755784034729,-17.728975296020508,12.014314651489258,23.373119354248047,-2.8769497871398926,-1.5627734661102295,-0.2459242343902588,0.41126549243927,0.0594480037689209,0.7292181253433228
571,5.71,0.4000000059604645,0.2586260735988617,-0.19654197990894318,0.016108794137835503,0.6057120561599731,0.8506555557250977,0.43744364380836487,0.12061894685029984,0.04080415889620781,0.07006330788135529,329.5410461425781,0.0,-0.1206660270690918,-0.1058647632598877,0.4518607258796692,-0.08809518814086914,-0.3235970139503479,0.5964293479919434,-0.3100886046886444,-0.08674994856119156,-0.6277425289154053,-0.03294162079691887,0.24123769998550415,0.8206166625022888,-0.34835368394851685,0.04100102186203003,-0.3908303678035736,-0.9333957433700562,0.004568345844745636,0.2661876082420349,-0.6548431515693665,-0.3091093599796295,-0.48016536235809326,-0.18108712136745453,-0.06486182659864426,-0.20402666926383972,0.0894584208726883,0.38121238350868225,-2.9496817588806152,-21.3926944732666,-6.196048736572266,-17.225238800048828,12.52005386352539,23.511524200439453,-3.626276731491089,-2.2102999687194824,-0.4997938871383667,-1.1568284034729004,0.04126781225204468,0.7857689261436462
572,5.72,0.4000000059604645,0.2619575560092926,-0.21491995453834534,0.03038782998919487,0.6053872108459473,0.8538834452629089,0.4350607991218567,0.12096729874610901,0.040803954005241394,0.06947068125009537,325.8255310058594,0.0,-0.12100529670715332,-0.11231398582458496,0.44845834374427795,-0.09748845547437668,-0.32384586334228516,0.5993549823760986,-0.31697210669517517,-0.09278707206249237,-0.631412923336029,-0.03475404158234596,0.23914051055908203,0.8151429295539856,-0.3438586890697479,0.04321074113249779,-0.36153489351272583,-0.8890587091445923,0.004459250718355179,0.24322599172592163,-0.5260952115058899,-0.31253117322921753,-0.41272059082984924,-0.19459420442581177,-0.1674060821533203,-0.5455465912818909,0.2064400464296341,0.549853503704071,-2.2709312438964844,-18.101165771484375,-5.2389092445373535,-17.935527801513672,12.1365385055542,23.48457908630371,-3.790825128555298,-3.324650526046753,-1.0658513307571411,-4.452828407287598,0.09796905517578125,0.9158079028129578
573,5.73,0.4000000059604645,0.26467737555503845,-0.23214836418628693,0.03882375359535217,0.6049521565437317,0.8571016192436218,0.43264877796173096,0.12140169739723206,0.04081147164106369,0.06837044656276703,304.3079528808594,0.0,-0.12146258354187012,-0.1183462142944336,0.44511497020721436,-0.10620149970054626,-0.323989599943161,0.6023478507995605,-0.3238205015659332,-0.09861572831869125,-0.6343672275543213,-0.03634471446275711,0.2359345555305481,0.806327760219574,-0.3364368975162506,0.0434408038854599,-0.3635982871055603,-0.8161536455154419,0.020935945212841034,0.26681840419769287,-0.6138064861297607,-0.3686125576496124,-0.3513786792755127,-0.15616628527641296,-0.2739804685115814,-0.8345873355865479,0.4052158296108246,0.03860435634851456,-2.142646074295044,-14.771049499511719,-4.188924789428711,-16.335426330566406,12.44916820526123,22.895273208618164,-2.9611613750457764,-2.780885696411133,-1.1775022745132446,-6.788933277130127,0.24186193943023682,0.06388509273529053
574,5.74,0.4000000059604645,0.26715150475502014,-0.2471388578414917,0.05667370557785034,0.6043500900268555,0.8603288531303406,0.4302617609500885,0.12199816107749939,0.0408158078789711,0.06668168306350708,286.72711181640625,0.0,-0.12209153175354004,-0.1273202896118164,0.4418507218360901,-0.11397305130958557,-0.32406580448150635,0.6058211922645569,-0.33083978295326233,-0.10438959300518036,-0.6360013484954834,-0.0371156670153141,0.23199333250522614,0.7938101887702942,-0.32910051941871643,0.04744653031229973,-0.35176166892051697,-0.7136099934577942,0.014538872987031937,0.33092471957206726,-0.6358493566513062,-0.42323774099349976,-0.2139291763305664,-0.05853242427110672,-0.3271133005619049,-1.181885838508606,0.3106028139591217,0.27990660071372986,-1.3973662853240967,-11.205062866210938,-2.820833683013916,-14.326309204101562,12.133938789367676,22.354995727539062,-1.5835403203964233,-1.859574794769287,-0.9538561105728149,-9.519020080566406,0.24120759963989258,0.1890411376953125
575,5.75,0.4000000059604645,0.2705821990966797,-0.26133400201797485,0.0805119127035141,0.6035381555557251,0.863567590713501,0.4279625117778778,0.1228378489613533,0.04081674665212631,0.0642244890332222,273.8147277832031,0.0,-0.1229400634765625,-0.14328885078430176,0.4387539029121399,-0.12042801082134247,-0.3241477310657501,0.6100972890853882,-0.3382066488265991,-0.109995998442173,-0.6354293823242188,-0.0365767665207386,0.22771090269088745,0.7761147022247314,-0.32517728209495544,0.05534665659070015,-0.32896488904953003,-0.5620777010917664,0.010503176599740982,0.4150911569595337,-0.6518390774726868,-0.439525306224823,-0.011609692126512527,0.07785072177648544,-0.3063246011734009,-1.67805814743042,-0.10336136817932129,0.5070596933364868,0.1474892497062683,-5.695799827575684,-1.0770232677459717,-14.203295707702637,10.997973442077637,21.671438217163086,0.07925128936767578,-1.616323709487915,-0.7479040622711182,-13.496135711669922,-0.4980494976043701,0.3228398561477661
576,5.76,0.4000000059604645,0.2740035653114319,-0.2746247351169586,0.13435831665992737,0.6024899482727051,0.8668137788772583,0.4258505403995514,0.12412041425704956,0.0408223494887352,0.06091748923063278,260.1119079589844,0.0,-0.12426209449768066,-0.16196537017822266,0.43560102581977844,-0.12491973489522934,-0.3241095244884491,0.6152358651161194,-0.3458925783634186,-0.11499197036027908,-0.6322989463806152,-0.033970993012189865,0.2231144905090332,0.7526904344558716,-0.32057318091392517,0.06259961426258087,-0.3606169521808624,-0.3457968235015869,0.05365099012851715,0.4844704270362854,-0.7014910578727722,-0.5034520030021667,0.2231827974319458,0.3283080756664276,-0.30386069416999817,-2.2063357830047607,0.13757197558879852,0.46381381154060364,1.0717509984970093,1.8699795007705688,0.4107481837272644,-13.619277000427246,10.877503395080566,19.865097045898438,1.9696940183639526,-0.5256252884864807,-0.5285004377365112,-17.64303207397461,0.8645689487457275,0.27250832319259644
577,5.77,0.4000000059604645,0.2774607837200165,-0.2885882556438446,0.2001119703054428,0.6011761426925659,0.8700628280639648,0.4240356683731079,0.1260044127702713,0.040825724601745605,0.056752949953079224,247.93759155273438,0.0,-0.1261734962463379,-0.18451976776123047,0.4318678677082062,-0.12681740522384644,-0.3235223889350891,0.6210456490516663,-0.35382315516471863,-0.11926434189081192,-0.626324474811554,-0.028770456090569496,0.21948771178722382,0.7237840890884399,-0.31741753220558167,0.06559887528419495,-0.4249162971973419,-0.06518595665693283,0.1164790689945221,0.5570063591003418,-0.7261438965797424,-0.47883981466293335,0.5072386264801025,0.6002731323242188,-0.12482919543981552,-2.6973812580108643,-0.10416977107524872,0.15522657334804535,1.9857261180877686,9.169135093688965,1.9168171882629395,-13.861310005187988,10.558300018310547,17.746397018432617,4.513586044311523,-0.19787567853927612,-0.061335980892181396,-21.117692947387695,0.2559303343296051,0.07444947957992554
578,5.78,0.4000000059604645,0.28061357140541077,-0.3035886883735657,0.2756975293159485,0.5995712280273438,0.8733117580413818,0.42258939146995544,0.12855654954910278,0.04081903398036957,0.05182840675115585,251.65159606933594,0.0,-0.12869858741760254,-0.20699310302734375,0.42719414830207825,-0.12570279836654663,-0.322062224149704,0.6274169087409973,-0.36196547746658325,-0.12285484373569489,-0.6175355911254883,-0.021033313125371933,0.21888338029384613,0.690696656703949,-0.31331437826156616,0.06175248697400093,-0.5073805451393127,0.2509554624557495,0.2055993378162384,0.6356677412986755,-0.744717538356781,-0.41160452365875244,0.8055775165557861,0.876413106918335,0.19428226351737976,-3.0638010501861572,0.0214003324508667,0.06205950677394867,2.5715720653533936,14.382516860961914,2.8616714477539062,-14.206055641174316,9.7483491897583,14.69344711303711,6.733583927154541,-0.18632139265537262,0.31135135889053345,-23.217254638671875,0.520680844783783,0.5566376447677612
579,5.79,0.4000000059604645,0.28479722142219543,-0.31754615902900696,0.34384700655937195,0.5976549983024597,0.8765355944633484,0.42152416706085205,0.13180023431777954,0.04084296524524689,0.04644637927412987,212.65121459960938,78.865478515625,-0.1320018768310547,-0.1950397491455078,0.4224950969219208,-0.1212533488869667,-0.320461630821228,0.6351739168167114,-0.37060728669166565,-0.12479489296674728,-0.606174111366272,-0.011623210273683071,0.22109830379486084,0.6576902866363525,-0.27842092514038086,0.038577135652303696,-0.5145995616912842,0.5455142259597778,0.2228093445301056,0.7582154870033264,-0.8171606063842773,-0.32753169536590576,1.194993257522583,0.9374491572380066,0.1633368730545044,-2.381223678588867,6.270215034484863,-2.319139003753662,4.077805995941162,20.53008270263672,4.0959625244140625,-12.705547332763672,6.899741172790527,10.540382385253906,8.383270263671875,-0.4850175082683563,2.9761109352111816,-33.98540115356445,-4.818775653839111,0.4886806607246399
580,5.8,0.4000000059604645,0.29435864090919495,-0.32366085052490234,0.37055525183677673,0.5954890251159668,0.8797193765640259,0.4207523465156555,0.13561904430389404,0.04094803333282471,0.04100475087761879,136.7070770263672,118.73394012451172,-0.13616347312927246,-0.13777542114257812,0.41925525665283203,-0.11394988000392914,-0.3199329078197479,0.6449933648109436,-0.37995555996894836,-0.12416137009859085,-0.5879663825035095,-0.0025915110018104315,0.22147858142852783,0.6314398050308228,-0.20840150117874146,0.02586774155497551,-0.2874523401260376,0.8346032500267029,0.09256015717983246,0.9801411032676697,-0.8551062941551208,-0.21194876730442047,1.8329004049301147,1.0207936763763428,0.06065911427140236,-2.38659930229187,6.546058177947998,0.5439175367355347,4.707341194152832,23.740915298461914,4.852745056152344,-5.649167537689209,3.8830809593200684,5.789170265197754,6.62187385559082,-0.04631352424621582,9.61923599243164,-39.5389289855957,-8.813701629638672,-1.9883090257644653
581,5.81,0.4000000059604645,0.2799483835697174,-0.227042555809021,0.21444042026996613,0.595131516456604,0.8824718594551086,0.4196201264858246,0.13746969401836395,0.042340558022260666,0.04074951261281967,0.0,886.6146240234375,-0.1487433910369873,-0.13815736770629883,0.4220178425312042,-0.1090908944606781,-0.320537269115448,0.6563082337379456,-0.3805983364582062,-0.10792431235313416,-0.5930150747299194,-0.00043497487786225975,0.22560524940490723,0.6422065496444702,-0.2162991315126419,0.02592429146170616,0.10640599578619003,0.42514553666114807,-0.04145422950387001,1.081127643585205,0.6469265818595886,1.5118870735168457,0.6242310404777527,0.26348012685775757,-0.7989237308502197,0.2194620668888092,-0.6834512948989868,-0.4654808044433594,3.697445869445801,24.821327209472656,5.120099067687988,11.625463485717773,0.33157992362976074,0.3158995807170868,10.790047645568848,5.4155378341674805,17.414884567260742,-66.61151123046875,-1.4795963764190674,-3.3929696083068848
582,5.82,0.4000000059604645,0.28104403614997864,-0.1841537058353424,0.18846744298934937,0.596028208732605,0.8852593898773193,0.41858550906181335,0.13985197246074677,0.045096106827259064,0.040782470256090164,0.0,482.1234436035156,-0.17127227783203125,-0.14008164405822754,0.42724084854125977,-0.09731778502464294,-0.32765454053878784,0.6755804419517517,-0.3743506073951721,-0.09998587518930435,-0.5831738114356995,0.0028887458611279726,0.21675525605678558,0.6378720998764038,-0.22024300694465637,0.023601694032549858,0.38841351866722107,1.6320304870605469,-0.5536947846412659,1.8521665334701538,0.9183515310287476,0.4999288320541382,0.8953486680984497,0.40302690863609314,-0.8600587844848633,-0.5156218409538269,-0.30718570947647095,-0.516865074634552,4.812310218811035,26.529203414916992,3.9795074462890625,16.007282257080078,0.25748783349990845,-0.2890915870666504,7.233236789703369,22.084278106689453,17.81621742248535,-54.65753936767578,-5.140109539031982,-11.973273277282715
583,5.83,0.4000000059604645,0.2787322402000427,-0.14853528141975403,0.13292430341243744,0.5972551107406616,0.8876459002494812,0.4181465804576874,0.14174041152000427,0.04906095564365387,0.040786199271678925,0.0,447.3149719238281,-0.18899035453796387,-0.14191198348999023,0.4372194707393646,-0.07470438629388809,-0.3373867869377136,0.706432044506073,-0.3768594563007355,-0.09655635803937912,-0.5742750763893127,0.0076251947320997715,0.20973286032676697,0.6299899816513062,-0.22196075320243835,0.02330743707716465,0.8250064849853516,2.561805248260498,-0.6205052733421326,2.9249777793884277,0.30438563227653503,0.1706666648387909,0.7238165140151978,0.5342936515808105,-0.6145829558372498,-0.7504382133483887,-0.04502825811505318,-0.35621434450149536,6.089718341827393,20.21271514892578,2.1634597778320312,25.67214584350586,-0.10926350951194763,-0.3131680190563202,8.019845008850098,30.123924255371094,19.761337280273438,-49.99831771850586,-4.265440940856934,-15.133477210998535
